"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"SI","AUTOMOBILES PEUGEOT","207 / BREAK 1.6 / I 16V AUT.","M1",155,1279,"petrol","M",1598,NA,NA,2011
"DE","VOLKSWAGEN","PASSAT","M1",155,1726,"diesel","M",1968,"",NA,2013
"DE","VOLKSWAGEN","GOLF","M1",99,1295,"diesel","M",1598,"",NA,2014
"GR","SKODA","OCTAVIA","M1",123,1375,"diesel","M",1598,"",NA,2013
"BE","OPEL","ASTRA SPORTS TOURER","M1",105,1613,"diesel","M",1686,"",NA,2013
"LU","KIA","CEE'D","M1",114,1439,"diesel","M",1582,"",NA,2013
"DE","UNKNOWN","LEXUSLS600HL","M1",218,2375,"petrol","M",4969,"",NA,2013
"BE","FIAT GROUP","500 ABARTH","M1",155,1110,"petrol","M",1368,"",NA,2014
"DE","SEAT","ALHAMBRA","M1",198,1838,"petrol","M",1984,"",NA,2013
"LU","DAIMLER AG","E350","M1",187,2010,"diesel","M",2987,NA,NA,2011
"CZ","BMW AG","320D XDRIVE","M1",153,1680,"diesel","M",1995,NA,NA,2011
"GB","VOLKSWAGEN","PASSAT SPORT BLUEMOTN TECH TDI","M1",114,1499,"diesel","M",1598,NA,NA,2011
"DE","AUDI AG","A5 SPORTBACK","M1",119,1680,"diesel","M",1968,"",NA,2014
"BE","OPEL","ZAFIRA TOURER","M1",159,1843,"diesel","M",1956,NA,NA,2012
"AT","OPEL","ASTRA SPORTS TOURER","M1",121,1613,"diesel","M",1686,NA,NA,2011
"LV","HYUNDAI","I30 CW","M1",119,1454,"diesel","M",1582,NA,NA,2012
"PT","BMW AG","X4 XDRIVE20D","M1",143,1805,"diesel","M",1995,"",NA,2014
"EE","OPEL","INSIGNIA SPORTS TOURER SW","M1",155,1816,"diesel","M",1956,NA,NA,2011
"IT","BMW AG","X5 M50D","M1G",177,2265,"diesel","M",2993,"",NA,2014
"BE","FIAT GROUP","FIAT 500","M1",119,940,"petrol","M",1242,"",NA,2013
"HU","DACIA","DUSTER","M1",126,1356,"diesel","M",1461,"",NA,2013
"PL","SKODA","OCTAVIA","M1",131,1335,"petrol","M",1798,"",NA,2013
"DE","OPEL","ASTRA GTC","M1",139,1503,"petrol","M",1362,"",NA,2013
"FI","OPEL","CORSA","M1",119,1199,"petrol","M",1229,"",NA,2013
"FR","OPEL","ASTRA GTC","M1",114,1504,"diesel","M",1686,"",NA,2013
"IT","HYUNDAI CZECH","I30","M1",149,1578,"diesel","M",1582,"",NA,2013
"SK","FORD WERKE GMBH","FOCUS","M1",136,1323,"petrol","M",1596,NA,NA,2011
"NL","VOLKSWAGEN","TOURAN","M1",150,1639,"diesel","",1968,"",NA,2013
"IT","FIAT GROUP AUTOMOBILES SPA","FIAT FIORINO","M1",114,1345,"ng-biomethane","B",1368,NA,NA,2011
"HU","NISSAN","Nissan Qashqai","M1",144,1375,"petrol","M",1598,"",NA,2013
"AT","DACIA","DUSTER","M1",132,1428,"diesel","M",1461,"",NA,2013
"SK","FORD WERKE GMBH","C-MAX","M1",117,1448,"diesel","M",1560,NA,NA,2012
"BE","AUTOMOBILES CITROEN","C3","M1",104,1241,"diesel","M",1560,NA,NA,2011
"NL","AUDI AG","AUDI A5","M1",174,1795,"diesel","",2967,NA,NA,2010
"GB","OPEL","VIVARO 2900 COMBI CDTI 113","M1",203,2139,"diesel","M",1995,NA,NA,2012
"SK","DAIMLER AG","fortwo coupe","M1",115,845,"petrol","M",999,"",NA,2013
"FI","HONDA MOTOR CO","ACCORD","M1",149,1610,"diesel","M",2199,NA,NA,2010
"LT","AUDI AG","Q3","M1",179,1630,"petrol","M",1984,"",NA,2013
"GB","OPEL","MERIVA SE CDTI AUTO","M1",168,1503,"diesel","M",1686,NA,NA,2010
"GB","SEAT","EXEO S TDI ECOMOTIVE CR","M1",117,1505,"diesel","M",1968,NA,NA,2012
"FR","FIAT GROUP AUTOMOBILES SPA","LANCIA DELTA","M1",135,1505,"diesel","M",1956,NA,NA,2012
"BE","BAYERISCHE MOTOREN WERKE AG","Z4 sDrive 23i","M1",192,1505,"petrol","M",2497,NA,NA,2010
"ES","VOLKSWAGEN","POLO","M1",108,1055,"petrol","M",999,"",NA,2014
"LT","DAIMLER AG","ML 350 BLUETEC 4MATIC","M1",189,2175,"diesel","M",2987,"",NA,2013
"PL","MITSUBISHI MOTORS EUROPE BV MME","COLT","M1",138,1045,"petrol","M",1332,NA,NA,2010
"BE","RENAULT","LAGUNA","M1",126,1569,"diesel","M",1995,NA,NA,2012
"GB","OPEL","ASTRA SE CDTI S/S","M1",124,1613,"diesel","M",1956,NA,NA,2011
"GB","AUTOMOBILES CITROEN","C3 VTR+ S-A","M1",129,1221,"petrol","M",1397,NA,NA,2011
"FR","RENAULT","MEGANE","M1",110,1365,"diesel","M",1461,NA,NA,2012
"PT","AUDI AG","A3 SPORTBACK","M1",102,1355,"diesel","M",1598,"",NA,2013
"GB","AUDI AG","TT RS QUATTRO TFSI","M1",212,1585,"petrol","M",2480,NA,NA,2011
"NL","DACIA","SANDERO","M1",116,1037,"petrol","M",898,"",NA,2013
"CZ","FIAT GROUP AUTOMOBILES SPA","FIAT SCUDO","M1",194,1994,"diesel","M",1997,NA,NA,2011
"NL","PORSCHE","CAYENNE DIESEL","M1",195,2175,"diesel","",2967,NA,NA,2011
"BE","DAIMLER AG","E 220 CDI","M1",128,1735,"diesel","M",2143,"",NA,2013
"GR","AUTOMOBILES CITROEN","C3","M1",99,1230,"diesel","M",1398,"",NA,2013
"ES","VOLKSWAGEN","POLO","M1",88,1152,"diesel","M",1422,"",NA,2014
"LV","BMW AG","3ER REIHE","M1",118,1505,"diesel","M",1995,"",NA,2013
"FR","QUATTRO","R8","M1",332,1800,"petrol","M",5204,NA,NA,2011
"SE","OPEL","ASTRA","M1",154,1550,"petrol","M",1362,NA,NA,2012
"BE","KIA","CEE D","M1",119,1419,"diesel","M",1582,NA,NA,2012
"DE","SEAT","ALTEA","M1",126,1455,"diesel","M",1598,"",NA,2014
"GB","AA-IVA","ALHAMBRA S CR ECOMOTIVE TDI","M1",146,1822,"diesel","M",1968,"",NA,2013
"ES","VOLKSWAGEN","GOLF","M1",118,1115,"petrol","M",1197,NA,NA,2011
"DE","UNKNOWN","PASSAT","M1",172,1534,"diesel","M",1968,"",NA,2013
"BE","AUTOMOBILES CITROEN","DS3","M1",104,1120,"petrol","M",1199,"",NA,2014
"BE","OPEL","Antara","M1",206,1750,"petrol","M",2384,NA,NA,2012
"NL","SKODA","YETI","M1",159,1375,"petrol","M",1390,NA,NA,2011
"BE","BMW AG","520D","M1",133,1790,"diesel","M",1995,"",NA,2013
"SK","FORD WERKE GMBH","FOCUS","M1",139,1361,"petrol","M",1596,"",NA,2013
"DE","UNKNOWN","B200NATURALGASDRIVE","",204,1535,"ng-biomethane","M",1991,NA,NA,2012
"PT","DAIMLER AG","C 250 BLUETEC","M1",118,1660,"diesel","M",2143,"",NA,2014
"FR","MITSUBISHI MOTORS CORPORATION","PAJERO","M1",217,2160,"diesel","M",3200,NA,NA,2011
"FR","VOLKSWAGEN","BEETLE","M1",140,1417,"diesel","M",1968,"",NA,2013
"LU","AUTOMOBILES PEUGEOT","3008","M1",130,1620,"diesel","M",1560,NA,NA,2012
"LU","VOLKSWAGEN","SCIROCCO","M1",147,1360,"petrol","M",1390,"",NA,2013
"EE","AUDI AG","Q7","M1G",195,2345,"diesel","M",2967,NA,NA,2010
"IT","AUTOMOBILES PEUGEOT","","M1",224,2445,"diesel","M",2198,NA,NA,2010
"BE","GM Korea Company","CHEVROLET.ORLANDO","M1",186,1679,"petrol","M",1796,NA,NA,2012
"NL","AUDI AG","A4 AVANT","M1",123,1615,"diesel","",1968,"",NA,2013
"BE","TOYOTA","TOYOTA VERSO","M1",158,1530,"petrol","M",1598,NA,NA,2011
"ES","SAAB AUTOMOBILE AB","9-3","M1",189,1610,"petrol","",1998,NA,NA,2010
"DE","BMW AG","MINICOOPE","M1",110,1557,"diesel","M",1995,"",NA,2014
"GB","VOLKSWAGEN","POLO SE 85 S-A","M1",135,1104,"petrol","M",1390,NA,NA,2011
"PL","TOYOTA","VERSO","M1",129,1685,"diesel","M",1998,"",NA,2014
"BE","FIAT GROUP","500 ABARTH","M1",150,1120,"petrol","M",1368,"",NA,2014
"BE","KIA","ED,CEE'D","M1",119,1439,"diesel","M",1582,NA,NA,2010
"DE","DAIMLER AG","E 250 CDI","M1",134,1885,"diesel","M",2143,"",NA,2014
"SK","AUTOMOBILES PEUGEOT","EXPERT","M1",189,2036,"diesel","M",1997,NA,NA,2011
"GR","AUDI AG","AUDI TT","M1",155,1315,"petrol","M",NA,NA,NA,2010
"CY","TOYOTA MOTOR EUROPE","TOYOTA COROLLA","M1",136,1355,"petrol","M",NA,NA,NA,2010
"BG","JAGUAR LAND ROVER LIMITED","RANGE ROVER SPORT","M1",194,2249,"diesel","M",2993,"",NA,2014
"EE","OPEL","ZAFIRA TOURER","M1",159,1843,"diesel","M",1956,"",NA,2013
"IE","SEAT","MII 3D 1.0 75HP CHIC 2DR","M1",108,929,"petrol","M",999,"",NA,2013
"HU","KIA","Sorento","M1",155,1844,"diesel","M",2199,"",NA,2014
"LU","FORD WERKE GMBH","FOCUS","M1",129,1480,"diesel","M",1997,NA,NA,2012
"LU","SSANGYONG","RODIUS","M1",199,2043,"diesel","M",1998,"",NA,2013
"NL","AUTOMOBILES PEUGEOT","PEUGEOT 107","M1",106,905,"petrol","",998,NA,NA,2012
"ES","TOYOTA","PRIUS","M1",92,1480,"petrol","M",1798,"",NA,2014
"DE","OPEL","ASTRA","M1",114,1571,"diesel","M",1686,NA,NA,2012
"BE","FIAT GROUP AUTOMOBILES SPA","LANCIA YPSILON","M1",109,1120,"diesel","M",1248,NA,NA,2012
"BE","FIAT GROUP AUTOMOBILES SPA","FIAT BRAVO","M1",115,1395,"diesel","M",1598,NA,NA,2012
"BE","RENAULT","MEGANE SCENIC","M1",114,1505,"diesel","M",1598,"",NA,2013
"GB","AUTOMOBILES PEUGEOT","208 ACTIVE E-HDI","M1",98,1249,"diesel","M",1560,"",NA,2013
"NL","VOLKSWAGEN","PASSAT","M1",136,1559,"diesel","",1968,"",NA,2014
"GB","AUDI AG","A5 S LINE BLACK EDIT TDI QUAT","M1",144,1615,"diesel","M",1968,NA,NA,2011
"LV","VOLKSWAGEN","TIGUAN","M1",167,1675,"diesel","M",1968,NA,NA,2012
"GR","FORD-WERKE GMBH","Fiesta","M1",133,1054,"petrol","M",NA,NA,NA,2010
"SE","SKODA","OCTAVIA","M1",147,1345,"petrol","M",1390,NA,NA,2011
"ES","OPEL","INSIGNIA ","M1",209,1816,"petrol","M",1998,NA,NA,2011
"BE","FIAT GROUP","FIAT 500L","M1",145,1320,"petrol","M",1368,"",NA,2013
"IT","AUTOMOBILES CITROEN","C8","M1",155,1845,"diesel","M",1997,NA,NA,2012
"NL","BMW AG","320D","M1",124,1575,"diesel","M",1995,"",NA,2014
"SE","VOLKSWAGEN","PASSAT","M1",136,1559,"diesel","M",1968,"",NA,2014
"DE","OPEL","CORSA","M1",172,1318,"petrol","M",1598,NA,NA,2011
"HU","VOLKSWAGEN","Jetta","M1",138,1365,"petrol","M",1390,NA,NA,2012
"NL","OPEL","INSIGNIA","M1",136,1613,"diesel","",1956,NA,NA,2011
"BE","JAGUAR LAND ROVER LIMITED","Range Rover Evoque","M1",199,1780,"petrol","M",1999,"",NA,2013
"DE","FIAT GROUP","FIAT 500L","M1",145,1320,"petrol","M",1368,"",NA,2013
"DE","NISSAN","NISSANTIIDA","M1",165,1335,"petrol","M",1598,NA,NA,2012
"SK","KIA","cee´d","M1",146,1316,"petrol","M",1591,NA,NA,2012
"HU","AUDI AG","A4 Limousine","M1",127,1595,"diesel","M",1968,"",NA,2013
"GB","DAIMLER AG","A220 BLUE-CY AMG SPORT CDI A","M1",115,1485,"diesel","M",2143,"",NA,2014
"IE","FORD WERKE GMBH","FORD","M1",149,1557,"diesel","M",NA,NA,NA,2011
"DE","VOLKSWAGEN","PASSAT","M1",113,1547,"diesel","M",1598,"",NA,2014
"FR","RENAULT","MEGANE","M1",145,1505,"diesel","M",1995,"",NA,2014
"SI","BMW AG","X1 / XDRIVE 20 / D","M1",153,1650,"diesel","M",1995,NA,NA,2012
"FR","TOYOTA","YARIS","M1",124,1140,"petrol","M",1329,NA,NA,2012
"ES","VOLKSWAGEN","PASSAT","M1",117,1598,"petrol","M",1390,"",NA,2014
"GR","NISSAN","NISSAN MICRA","M1",125,1044,"petrol","M",1198,"",NA,2013
"MT","NISSAN","JUKE","M1",109,1329,"diesel","M",1461,"",NA,2013
"DE","OPEL","ASTRA SPORTS TOURER","M1",139,1613,"petrol","M",1362,"",NA,2013
"LU","BMW AG","MINI","M1",129,1455,"diesel","M",1598,NA,NA,2012
"ES","SKODA","FABIA ","M1",109,1239," ","",1598,"",NA,2013
"LV","VOLKSWAGEN","PHAETON","M1",224,2233,"diesel","M",2967,NA,NA,2012
"DE","BMW AG","X6 XDRIVE35I","M1G",236,2145,"petrol","M",2979,"",NA,2013
"DE","DAIMLER AG","C 250","M1",159,1575,"petrol","M",1796,"",NA,2013
"RO","AUDI AG","Q5","M1",163,1830,"diesel","M",1968,NA,NA,2011
"DE","DAIMLER AG","B200","M1",137,1524,"petrol","M",1595,"",NA,2013
"NL","OPEL","INSIGNIA","M1",124,1571,"lpg","M",1364,"",NA,2013
"GB","FORD WERKE GMBH","FIESTA ZETEC","M1",115,1470,"diesel","M",1560,NA,NA,2011
"SE","BMW AG","COOPER","M1",168,1370,"petrol","M",1598,"",NA,2013
"EE","DAIMLER AG","ML 320 CDI 4MATIC","M1",245,2185,"diesel","M",2987,NA,NA,2010
"MT","HYUNDAI","IX35","M1",139,1940,"diesel","M",NA,NA,NA,2012
"LU","FERRARI","458","M1",275,1515,"petrol","M",4497,"",NA,2014
"GB","CHRYSLER GROUP LLC","300C CRD AUTO","M1",220,2010,"diesel","M",2987,NA,NA,2010
"LT","VOLKSWAGEN","TOUAREG","M1G",193,2203,"diesel","M",2967,"",NA,2014
"ES","NISSAN","QASHQAI","M1",119,1689,"","",1598,"",NA,2013
"HU","NISSAN","Nissan Juke","M1",139,1265,"petrol","M",1598,"",NA,2013
"DE","BAYERISCHE MOTOREN WERKE AG","3er Reihe","M1",152,1610,"diesel","M",2993,NA,NA,2010
"IT","FIAT GROUP","FIAT PUNTO","M1",98,1165,"petrol","M",875,"",NA,2013
"DE","DAIMLER AG","VIANO","M1",224,2356,"diesel","M",2987,"",NA,2014
"DE","VOLKSWAGEN","CC","M1",165,1505,"petrol","M",1798,NA,NA,2011
"DE","AUDI AG","S3 LIMOUSINE","M1",159,1525,"petrol","M",1984,"",NA,2014
"DE","OPEL","INSIGNIALIMOUSINENB","M1",256,1843,"petrol","M",2792,NA,NA,2011
"DE","DAIMLER AG","CLS250CDI","M1",140,1865,"diesel","M",2143,NA,NA,2012
"FI","OPEL","ASTRA SPORTS TOURER","M1",136,1550,"petrol","M",1362,"",NA,2014
"BE","RENAULT","CLIO","M1",127,1105,"petrol","M",1149,"",NA,2013
"FR","KIA","CEE'D","M1",140,1385,"petrol","M",1591,"",NA,2013
"CZ","TOYOTA","AYGO","M1",95,925,"petrol","M",998,"",NA,2014
"DE","SSANGYONG","SSANGYONG KORANDO","M1",147,1720,"diesel","M",1998,"",NA,2014
"IT","VOLKSWAGEN","GOLF","M1",116,1288,"petrol","M",1395,"",NA,2013
"NL","VOLVO","XC70","M1",169,1727,"diesel","",1984,"",NA,2013
"SK","BMW AG","X5 xDrive30d","M1",195,2150,"diesel","M",2993,NA,NA,2012
"DE","BMW AG","1ERREIHE","M1",115,1395,"diesel","M",1995,NA,NA,2012
"BE","FIAT GROUP","ALFA GIULIETTA","M1",116,1410,"diesel","M",1956,"",NA,2014
"GB","AUDI AG","A3 SE TDI","M1",106,1355,"diesel","M",1968,NA,NA,2012
"GB","TOYOTA MOTOR EUROPE","AURIS HYBRID T SPIRIT CVT","M1",93,1475,"petrol","B",1797,NA,NA,2010
"SI","BMW AG","1ER REIHE","M1",119,1420,"diesel","M",1995,"",NA,2013
"FI","BAYERISCHE MOTOREN WERKE AG","730D","M1",192,1940,"diesel","M",2993,NA,NA,2010
"BE","VOLKSWAGEN","CADDY","M1",149,1540,"diesel","M",1598,NA,NA,2012
"PL","OPEL","ASTRA","M1",150,1278,"petrol","M",1598,NA,NA,2011
"GB","SKODA","YETI OUTDOOR SE TDI CR 4X4 S-A","M1",164,1560,"diesel","M",1968,"",NA,2014
"LU","AUDI AG","S5","M1",219,1830,"petrol","M",2995,NA,NA,2010
"GB","AUTOMOBILES CITROEN","C4 SELECTION AIRDREAM E-HDI","M1",100,1280,"diesel","M",1560,"",NA,2013
"GB","TOYOTA","RX 450H LUXURY CVT","M1",145,2185,"petrol","M",3456,"",NA,2014
"BE","OPEL","INSIGNIA LIMOUSINE HB","M1",140,1613,"diesel","M",1956,"",NA,2014
"BE","KIA","NEW CARENS","M1",154,1519,"petrol","M",1591,"",NA,2014
"GB","FORD WERKE GMBH","FIESTA ZETEC AUTO","M1",138,1098,"petrol","M",1596,"",NA,2014
"DE","OPEL","INSIGNIASPORTSTOURERSW","M1",129,1843,"diesel","M",1956,NA,NA,2011
"LV","VOLKSWAGEN","SHARAN","M1",149,1851,"diesel","M",1968,NA,NA,2011
"GB","VOLKSWAGEN","GOLF GTI EDITION 35","M1",189,1401,"petrol","M",1984,NA,NA,2011
"SE","SEAT","IBIZA","M1",149,1090,"petrol","M",1598,NA,NA,2010
"DE","DAIMLER AG","C 350 CDI","M1",159,1760,"diesel","M",2987,"",NA,2013
"BE","RENAULT","MEGANE","M1",130,1585,"diesel","M",1461,NA,NA,2012
"GB","RENAULT","MEGANE","M1",90,1280,"diesel","M",1461,NA,NA,2012
"FR","RENAULT","TWINGO","M1",99,1055,"diesel","M",1461,NA,NA,2011
"IT","FORD WERKE GMBH","C-MAX","M1",130,1444,"lpg","B",1596,"",NA,2013
"MT","VOLKSWAGEN","POLO","M1",119,1102,"petrol","M",1197,"",NA,2014
"AT","CHRYSLER GROUP LLC","WRANGLER UNLIMITED","M1",288,1980,"petrol","M",3778,NA,NA,2010
"IT","GM Korea Company","","M1",160,880,"petrol","M",796,NA,NA,2012
"BE","BMW AG","X1 SDRIVE18D","M1",128,1555,"diesel","M",1995,"",NA,2013
"SE","VOLVO","XC60","M1",149,1834,"diesel","M",1984,NA,NA,2012
"AT","RENAULT","ESPACE","M1",189,2030,"diesel","M",1995,NA,NA,2010
"DE","DAIMLER AG","FORTWOCOUPE","M1",93,880,"petrol","M",999,"",NA,2014
"IT","DAIMLER AG","B 200","M1",138,1395,"petrol","M",1595,NA,NA,2011
"GB","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",123,1090,"petrol","M",1242,NA,NA,2011
"LU","FUJI HEAVY INDUSTRIES","LEGACY","M1",199,1592,"petrol","M",2457,NA,NA,2011
"BE","VOLVO","V60","M1",139,1647,"petrol","M",1596,"",NA,2013
"FR","VOLKSWAGEN","GOLF","M1",149,1402,"petrol","M",1984,"",NA,2014
"DE","AUTOMOBILES PEUGEOT","3008","M1",182,1621,"petrol","M",1598,NA,NA,2012
"LU","AUTOMOBILES CITROEN","C4 PICASSO","M1",139,1770,"diesel","M",1997,NA,NA,2012
"GB","SKODA","YETI ELEGANCE TDI CR 170","M1",155,1535,"diesel","M",1968,NA,NA,2011
"DE","VOLKSWAGEN","KOMBI","M1",199,2027,"diesel","M",1968,"",NA,2013
"PL","VOLKSWAGEN","KOMBI","M1",198,1976,"diesel","M",1968,NA,NA,2011
"NL","RENAULT","MEGANE","M1",115,1280,"diesel","M",1461,NA,NA,2010
"DE","VOLVO","S60","M1",157,1580,"e85","F",1596,NA,NA,2012
"IT","KIA","SPORTAGE,SL,SLS","M1",156,1754,"diesel","M",1995,NA,NA,2012
"FR","AUDI AG","A6 LIMOUSINE","M1",132,1660,"diesel","M",1968,"",NA,2014
"FR","CHRYSLER","WRANGLER UNLIMITED","M1",217,2238,"diesel","M",2776,NA,NA,2011
"AT","VOLKSWAGEN","CADDY","M1",161,1555,"diesel","M",1968,"",NA,2014
"PL","SKODA","SUPERB","M1",130,1517,"diesel","M",1598,NA,NA,2012
"MT","KIA","","",139,1710,"petrol","",NA,NA,NA,2011
"GB","FIAT GROUP AUTOMOBILES SPA","ALFA GIULIETTA","M1",119,1395,"diesel","M",1956,NA,NA,2011
"ES","FIAT GROUP","FIAT 500","M1",106,1044,"","",1242,"",NA,2013
"NL","AUDI AG","A5 SPORTBACK","M1",136,1600,"petrol","",1798,"",NA,2013
"BG","OPEL","MOKKA","M1",153,1401,"petrol","M",1598,"",NA,2014
"IT","AUDI AG","A6 LIMOUSINE","M1",149,1640,"petrol","M",1984,NA,NA,2012
"AT","DAIMLER AG","A 180","M1",145,1230,"petrol","M",1699,NA,NA,2010
"SI","VOLKSWAGEN","GOLF / 1.2 / TSI AUT.","M1",115,1251,"petrol","M",1197,"",NA,2013
"FR","OPEL","CASCADA","M1",168,1843,"petrol","M",1598,"",NA,2013
"AT","AUDI AG","A6 LIMOUSINE","M1",133,1952,"diesel","M",2967,"",NA,2014
"BE","AUDI AG","Q5","M1",184,1895,"diesel","M",1968,"",NA,2014
"PL","FORD WERKE GMBH","KUGA","M1",154,1580,"petrol","M",1596,"",NA,2014
"DE","VOLKSWAGEN","EOS","M1",149,1608,"diesel","M",1968,NA,NA,2012
"FR","BMW AG","SERIE 1","M1",145,1575,"diesel","M",1995,NA,NA,2012
"SE","PORSCHE","PANAMERA S HYBRID","M1",167,2055,"petrol","M",2995,"",NA,2014
"BE","VOLKSWAGEN","TOUAREG","M1",236,2103,"petrol","M",3597,"",NA,2013
"BE","OPEL","ASTRA","M1",167,1503,"petrol","M",1598,NA,NA,2012
"HR","GTF INNOVATIONS","Insignia Limousine NB","M1",98,1613,"diesel","M",1956,"",NA,2014
"DE","TOYOTA","TOYOTALANDCRUISER150","M1",214,2225,"diesel","M",2982,NA,NA,2011
"GB","AUDI AG","A5 S LINE SPECIAL ED TDI CVT","M1",132,1755,"diesel","M",1968,"",NA,2014
"DE","DAIMLER AG","B-CLASSELECTRICDRIVE","M1",0,1790,"electric","E",NA,"",NA,2014
"HU","OPEL","Vivaro","M1",190,2073,"diesel","M",1995,"",NA,2013
"GB","HYUNDAI","I30 EDITION ISG CRDI","M1",119,1470,"diesel","M",1582,NA,NA,2010
"HU","AUDI AG","A4 Avant","M1",126,1610,"diesel","M",1968,"",NA,2013
"IT","VOLKSWAGEN","CRAFTER","M1",208,2356,"diesel","M",1968,"",NA,2013
"ES","TOYOTA","AURIS","M1",91,1385,"petrol","M",1798,"",NA,2014
"IT","OPEL","INSIGNIA","M1",134,1571,"petrol","M",1364,NA,NA,2011
"BE","VOLKSWAGEN","SCIROCCO","M1",149,1319,"petrol","M",1390,NA,NA,2010
"DE","DAIMLER AG","E 200","M1",146,1735,"petrol","M",1991,"",NA,2013
"DE","OPEL","MOVANO","M1",209,2145,"diesel","M",2299,NA,NA,2012
"IT","AUTOMOBILES PEUGEOT","PARTNER","M1",139,1485,"diesel","M",1560,NA,NA,2012
"PL","RENAULT","TWINGO","M1",119,1032,"petrol","M",1149,NA,NA,2011
"PL","OPEL","INSIGNIA","M1",274,1940,"petrol","M",2792,NA,NA,2010
"HU","FORD WERKE GMBH","Fiesta","M1",120,1055,"petrol","M",1242,"",NA,2013
"SE","DAIMLER AG","VITO","M1",195,2204,"diesel","M",2143,NA,NA,2012
"GB","AUDI AG","S3 QUATTRO","M1",162,1480,"petrol","M",1984,"",NA,2014
"BE","SKODA","SUPERB","M1",191,1624,"petrol","M",1798,NA,NA,2010
"BE","TOYOTA MOTOR EUROPE","RX450H","M1",148,2185,"petrol","M",3456,NA,NA,2010
"NL","MAZDA","MAZDA CX-5","M1",139,1395,"petrol","",1998,"",NA,2014
"GB","SKODA","FABIA ELEGANCE TSI 85","M1",121,1116,"petrol","M",1197,NA,NA,2012
"BG","AUDI AG","A 5","",169,1527,"","",NA,NA,NA,2010
"IT","LAND ROVER","","M1",NA,1610,"diesel","M",1994,NA,NA,2012
"SI","SEAT","IBIZA / 1.4 /","M1",142,1100,"petrol","M",1390,NA,NA,2011
"ES","RENAULT","MEGANE","M1",105,1290,"diesel","M",1461,"",NA,2014
"DE","VOLKSWAGEN","CRAFTER","M1",202,2356,"diesel","M",1968,"",NA,2014
"IT","OPEL","CORSA","M1",119,1160,"petrol","M",1229,NA,NA,2011
"IT","OPEL","CORSA","M1",124,1205,"diesel","M",1248,NA,NA,2010
"ES","RENAULT","CLIO","M1",115,1240,"diesel","M",1461,NA,NA,2011
"GB","AUDI AG","Q5 S LINE TDI QUATTRO AUTO","M1",159,1895,"diesel","M",1968,"",NA,2013
"BE","BAYERISCHE MOTOREN WERKE AG","320D","M1",179,1520,"diesel","M",1995,NA,NA,2010
"LU","TOYOTA","LANDCRUISER","M1G",213,1365,"diesel","M",2982,NA,NA,2011
"DE","FIAT GROUP","LANCIA DELTA","M1",149,1505,"diesel","M",1910,"",NA,2013
"BE","FIAT GROUP","FIAT 500","M1",90,1015,"petrol","M",875,"",NA,2014
"BE","CHRYSLER","CHEROKEE","M1",208,2048,"diesel","M",2776,NA,NA,2011
"IT","FORD WERKE GMBH","KUGA","M1",162,1707,"diesel","M",1997,"",NA,2013
"FR","AUTOMOBILES CITROEN","DS3","M1",99,1257,"diesel","M",1560,"",NA,2013
"LT","MAZDA","MAZDA CX-5","M1",139,1395,"petrol","M",1998,"",NA,2014
"GB","AUTOMOBILES CITROEN","DS3 DSIGN","M1",112,1165,"petrol","M",1199,"",NA,2013
"BE","BMW AG","320ED","M1",109,1505,"diesel","M",1995,"",NA,2014
"SI","SEAT","ALTEA 4 FREETRACK / 2.0 / TDI","M1",155,1615,"diesel","M",1968,NA,NA,2011
"BE","FIAT GROUP","FIAT 500","M1",118,975,"petrol","M",1242,"",NA,2013
"CZ","SKODA","OCTAVIA","M1",128,1250,"petrol","M",1395,"",NA,2014
"GB","VOLKSWAGEN","GOLF GTD S-A","M1",122,1429,"diesel","M",1968,"",NA,2013
"HU","GM KOREA","Orlando","M1",164,1646,"petrol","M",1796,"",NA,2013
"PL","MITSUBISHI MOTORS CORPORATION MMC","ASX","M1",135,1345,"petrol","M",1590,NA,NA,2010
"GB","DAIMLER AG","S350 L AUTO","M1",237,1955,"petrol","M",3498,NA,NA,2010
"NL","FUJI HEAVY INDUSTRIES LTD","LEGACY","M1",199,1568,"petrol","",2457,NA,NA,2010
"DE","DAIMLER AG","ML250BLUETEC4MATIC","M1",157,2160,"diesel","M",2143,"",NA,2014
"PL","KIA","CEE'D","M1",155,1257,"petrol","M",1396,NA,NA,2012
"SE","AUDI AG","A6 ALLROAD QUATTRO","M1",176,1985,"diesel","M",2967,NA,NA,2012
"SK","SKODA","OCTAVIA","M1",109,1300,"diesel","M",1598,"",NA,2014
"FI","DAIMLER AG","E 220 CDI","M1",132,1735,"diesel","M",2143,NA,NA,2012
"LT","VOLKSWAGEN","PASSAT","M1",145,1440,"petrol","M",1390,"",NA,2014
"GB","BMW AG","Z4 SDRIVE23I M SPORT","M1",199,1480,"petrol","M",2497,NA,NA,2011
"GR","OPEL","Insignia, Limousine NB","M1",112,1664,"diesel","M",1956,"",NA,2013
"DK","OPEL","Zafira","M1",134,1613,"diesel","M",1686,"",NA,2014
"PL","SKODA","OCTAVIA","M1",155,1385,"petrol","M",1798,NA,NA,2010
"PT","TOYOTA","TOYOTA AVENSIS","M1",119,1645,"diesel","M",1998,NA,NA,2011
